thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,Fixation.started,Target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
58,0,58,[np.float64(-0.35833333333333334)],[np.float64(-0.3597222222222222)],[1],[0],[0],[1.46422110000276],['Target'],58,0,58,0,108.3214668,,10,108.3098863,108.3214668,108.3214668,0.0197862,109.7742575,[np.float64(-0.35833333333333334)],[np.float64(-0.3597222222222222)],[1],[0],[0],[1.46422110000276],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
59,0,59,[np.float64(-0.14166666666666666)],[np.float64(-0.2972222222222222)],[1],[0],[0],[2.2222781000018585],['Target'],59,0,59,0,109.805087,,5,109.7838091,109.805087,109.805087,0.0094443,112.0062244,[np.float64(-0.14166666666666666)],[np.float64(-0.2972222222222222)],[1],[0],[0],[2.2222781000018585],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
60,0,60,[np.float64(-0.3527777777777778)],[np.float64(0.30277777777777776)],[1],[0],[0],[1.3077811999974074],['Target'],60,0,60,0,112.0374253,,5,112.0166485,112.0374253,112.0374253,0.010334,113.3246019,[np.float64(-0.3527777777777778)],[np.float64(0.30277777777777776)],[1],[0],[0],[1.3077811999974074],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
61,0,61,[np.float64(-0.4152777777777778)],[np.float64(0.058333333333333334)],[1],[0],[0],[1.2336169999980484],['Target'],61,0,61,0,113.3544379,,5,113.3393323,113.3544379,113.3544379,0.0146066,114.5731602,[np.float64(-0.4152777777777778)],[np.float64(0.058333333333333334)],[1],[0],[0],[1.2336169999980484],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
62,0,62,[np.float64(0.15694444444444444)],[np.float64(-0.19305555555555556)],[1],[0],[0],[1.524468000003253],['Target'],62,0,62,0,114.6042265,,5,114.5814516,114.6042265,114.6042265,0.0081362,116.1060471,[np.float64(0.15694444444444444)],[np.float64(-0.19305555555555556)],[1],[0],[0],[1.524468000003253],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
63,0,63,[np.float64(0.19166666666666668)],[np.float64(0.19722222222222222)],[1],[0],[0],[1.2915632000003825],['Target'],63,0,63,0,116.1369108,,5,116.1145275,116.1369108,116.1369108,0.0084026,117.4062294,[np.float64(0.19166666666666668)],[np.float64(0.19722222222222222)],[1],[0],[0],[1.2915632000003825],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
64,0,64,[np.float64(-0.41388888888888886)],[np.float64(0.3638888888888889)],[1],[0],[0],[2.207478700001957],['Target'],64,0,64,0,117.4372705,,5,117.4156939,117.4372705,117.4372705,0.0093792,119.6233218,[np.float64(-0.41388888888888886)],[np.float64(0.3638888888888889)],[1],[0],[0],[2.207478700001957],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
65,0,65,"[np.float64(-0.3861111111111111), np.float64(-0.37777777777777777)]","[np.float64(0.05138888888888889), np.float64(0.044444444444444446)]","[1, 1]","[0, 0]","[0, 0]","[1.5444962999972631, 3.4100528999988455]","[None, 'Target']",65,0,65,0,119.6708753,,10,119.6463517,119.6708753,119.6708753,0.0229295,123.0565579,"[np.float64(-0.3861111111111111), np.float64(-0.37777777777777777)]","[np.float64(0.05138888888888889), np.float64(0.044444444444444446)]","[1, 1]","[0, 0]","[0, 0]","[1.5444962999972631, 3.4100528999988455]","[None, 'Target']",THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
66,0,66,[np.float64(0.009722222222222222)],[np.float64(-0.2625)],[1],[0],[0],[1.2862906000009389],['Target'],66,0,66,0,123.0863029,,5,123.0691569,123.0863029,123.0863029,0.0124659,124.3555826,[np.float64(0.009722222222222222)],[np.float64(-0.2625)],[1],[0],[0],[1.2862906000009389],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
67,0,67,[np.float64(-0.0875)],[np.float64(-0.125)],[1],[0],[0],[1.2591880000036326],['Target'],67,0,67,0,124.3861026,,5,124.3640737,124.3861026,124.3861026,0.0084116,125.6234761,[np.float64(-0.0875)],[np.float64(-0.125)],[1],[0],[0],[1.2591880000036326],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
68,0,68,[np.float64(-0.16944444444444445)],[np.float64(-0.48194444444444445)],[1],[0],[0],[1.5664214000062202],['Target'],68,0,68,0,125.652948,,5,125.6383175,125.652948,125.652948,0.0146675,127.2048873,[np.float64(-0.16944444444444445)],[np.float64(-0.48194444444444445)],[1],[0],[0],[1.5664214000062202],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
69,0,69,[np.float64(-0.044444444444444446)],[np.float64(-0.11944444444444445)],[1],[0],[0],[1.2781878000023426],['Target'],69,0,69,0,127.2361673,,5,127.214095,127.2361673,127.2361673,0.0091126,128.4924681,[np.float64(-0.044444444444444446)],[np.float64(-0.11944444444444445)],[1],[0],[0],[1.2781878000023426],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
70,0,70,[np.float64(-0.10833333333333334)],[np.float64(-0.06527777777777778)],[1],[0],[0],[1.4946094999977504],['Target'],70,0,70,0,128.5190317,,5,128.5102812,128.5190317,128.5190317,0.0176772,130.0050568,[np.float64(-0.10833333333333334)],[np.float64(-0.06527777777777778)],[1],[0],[0],[1.4946094999977504],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
71,0,71,[np.float64(-0.31527777777777777)],[np.float64(-0.1388888888888889)],[1],[0],[0],[1.6929023999982746],['Target'],71,0,71,0,130.0535383,,10,130.0285407,130.0535383,130.0535383,0.0233954,131.7215945,[np.float64(-0.31527777777777777)],[np.float64(-0.1388888888888889)],[1],[0],[0],[1.6929023999982746],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
72,0,72,[np.float64(0.32222222222222224)],[np.float64(-0.03888888888888889)],[1],[0],[0],[3.0637624000009964],['Target'],72,0,72,0,131.7520508,,10,131.7410666,131.7520508,131.7520508,0.0193574,134.8049785,[np.float64(0.32222222222222224)],[np.float64(-0.03888888888888889)],[1],[0],[0],[3.0637624000009964],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
73,0,73,[np.float64(0.25972222222222224)],[np.float64(-0.0625)],[1],[0],[0],[1.175287500002014],['Target'],73,0,73,0,134.8559614,,10,134.8296119,134.8559614,134.8559614,0.0245495,136.0052038,[np.float64(0.25972222222222224)],[np.float64(-0.0625)],[1],[0],[0],[1.175287500002014],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
74,0,74,"[np.float64(-0.030555555555555555), np.float64(-0.05138888888888889)]","[np.float64(-0.46111111111111114), np.float64(-0.4625)]","[1, 1]","[0, 0]","[0, 0]","[1.2990820999984862, 2.2464255999948364]","[None, 'Target']",74,0,74,0,136.0357274,,10,136.0236484,136.0357274,136.0357274,0.0183288,138.2702069,"[np.float64(-0.030555555555555555), np.float64(-0.05138888888888889)]","[np.float64(-0.46111111111111114), np.float64(-0.4625)]","[1, 1]","[0, 0]","[0, 0]","[1.2990820999984862, 2.2464255999948364]","[None, 'Target']",THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
75,0,75,[np.float64(-0.022222222222222223)],[np.float64(0.15555555555555556)],[1],[0],[0],[1.808861600002274],['Target'],75,0,75,0,138.3014859,,5,138.2789052,138.3014859,138.3014859,0.0085786,140.0879027,[np.float64(-0.022222222222222223)],[np.float64(0.15555555555555556)],[1],[0],[0],[1.808861600002274],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
76,0,76,"[np.float64(0.0625), np.float64(0.05555555555555555)]","[np.float64(0.3125), np.float64(0.29583333333333334)]","[1, 1]","[0, 0]","[0, 0]","[1.6539335000052233, 2.4369320000041625]","[None, 'Target']",76,0,76,0,140.1185522,,5,140.0996532,140.1185522,140.1185522,0.0116543,142.5367434,"[np.float64(0.0625), np.float64(0.05555555555555555)]","[np.float64(0.3125), np.float64(0.29583333333333334)]","[1, 1]","[0, 0]","[0, 0]","[1.6539335000052233, 2.4369320000041625]","[None, 'Target']",THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
77,0,77,[np.float64(-0.16944444444444445)],[np.float64(0.25)],[1],[0],[0],[1.5641175999990082],['Target'],77,0,77,0,142.5675702,,10,142.5562768,142.5675702,142.5675702,0.0194342,144.1205642,[np.float64(-0.16944444444444445)],[np.float64(0.25)],[1],[0],[0],[1.5641175999990082],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
78,0,78,[np.float64(-0.3347222222222222)],[np.float64(0.2)],[1],[0],[0],[1.8366432999973767],['Target'],78,0,78,0,144.1517778,,5,144.1347136,144.1517778,144.1517778,0.0140105,145.9716215,[np.float64(-0.3347222222222222)],[np.float64(0.2)],[1],[0],[0],[1.8366432999973767],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
79,0,79,[np.float64(0.2263888888888889)],[np.float64(-0.09861111111111111)],[1],[0],[0],[1.594950600003358],['Target'],79,0,79,0,146.0012344,,5,145.9916523,146.0012344,146.0012344,0.01984,147.5867613,[np.float64(0.2263888888888889)],[np.float64(-0.09861111111111111)],[1],[0],[0],[1.594950600003358],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
80,0,80,[np.float64(0.041666666666666664)],[np.float64(0.1388888888888889)],[1],[0],[0],[1.5136406999954488],['Target'],80,0,80,0,147.6170873,,10,147.6062834,147.6170873,147.6170873,0.0194193,149.1200609,[np.float64(0.041666666666666664)],[np.float64(0.1388888888888889)],[1],[0],[0],[1.5136406999954488],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
81,0,81,[np.float64(0.42916666666666664)],[np.float64(-0.4013888888888889)],[1],[0],[0],[2.3644606999951066],['Target'],81,0,81,0,149.1503299,,10,149.1391665,149.1503299,149.1503299,0.0190072,151.5038041,[np.float64(0.42916666666666664)],[np.float64(-0.4013888888888889)],[1],[0],[0],[2.3644606999951066],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
82,0,82,[np.float64(-0.002777777777777778)],[np.float64(0.13333333333333333)],[1],[0],[0],[1.589842300003511],['Target'],82,0,82,0,151.5335782,,5,151.5141178,151.5335782,151.5335782,0.0101693,153.1041435,[np.float64(-0.002777777777777778)],[np.float64(0.13333333333333333)],[1],[0],[0],[1.589842300003511],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
83,0,83,[np.float64(-0.22361111111111112)],[np.float64(0.3861111111111111)],[1],[0],[0],[1.7608622000043397],['Target'],83,0,83,0,153.1510746,,10,153.1260254,153.1510746,153.1510746,0.0217611,154.8870501,[np.float64(-0.22361111111111112)],[np.float64(0.3861111111111111)],[1],[0],[0],[1.7608622000043397],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
84,0,84,"[np.float64(-0.22361111111111112), np.float64(0.06111111111111111)]","[np.float64(0.3861111111111111), np.float64(0.25833333333333336)]","[1, 1]","[0, 0]","[0, 0]","[0.37786689999484224, 2.5774858000004315]","[None, 'Target']",84,0,84,0,154.9340834,,10,154.9073717,154.9340834,154.9340834,0.0202116,157.4850205,"[np.float64(-0.22361111111111112), np.float64(0.06111111111111111)]","[np.float64(0.3861111111111111), np.float64(0.25833333333333336)]","[1, 1]","[0, 0]","[0, 0]","[0.37786689999484224, 2.5774858000004315]","[None, 'Target']",THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
85,0,85,[np.float64(0.21388888888888888)],[np.float64(-0.31805555555555554)],[1],[0],[0],[2.2391024000025936],['Target'],85,0,85,0,157.5203796,,5,157.4964118,157.5203796,157.5203796,0.0112654,159.7356684,[np.float64(0.21388888888888888)],[np.float64(-0.31805555555555554)],[1],[0],[0],[2.2391024000025936],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
86,0,86,[np.float64(0.41805555555555557)],[np.float64(0.059722222222222225)],[1],[0],[0],[1.90697899999941],['Target'],86,0,86,0,159.7672289,,5,159.7447148,159.7672289,159.7672289,0.0089603,161.6518393,[np.float64(0.41805555555555557)],[np.float64(0.059722222222222225)],[1],[0],[0],[1.90697899999941],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
87,0,87,"[np.float64(0.5680555555555555), np.float64(0.001388888888888889)]","[np.float64(0.49444444444444446), np.float64(0.013888888888888888)]","[1, 1]","[0, 0]","[0, 0]","[7.111254700001155, 9.426354700000957]","[None, 'Target']",87,0,87,0,161.7000116,,10,161.6742668,161.7000116,161.7000116,0.0223212,171.1007715,"[np.float64(0.5680555555555555), np.float64(0.001388888888888889)]","[np.float64(0.49444444444444446), np.float64(0.013888888888888888)]","[1, 1]","[0, 0]","[0, 0]","[7.111254700001155, 9.426354700000957]","[None, 'Target']",THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
88,0,88,[np.float64(-0.125)],[np.float64(-0.15555555555555556)],[1],[0],[0],[1.5672855000011623],['Target'],88,0,88,0,171.1316195,,10,171.1175791,171.1316195,171.1316195,0.0166788,172.6850005,[np.float64(-0.125)],[np.float64(-0.15555555555555556)],[1],[0],[0],[1.5672855000011623],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
89,0,89,[np.float64(-0.4708333333333333)],[np.float64(-0.22916666666666666)],[1],[0],[0],[1.4227723000003607],['Target'],89,0,89,0,172.7148044,,5,172.6946019,172.7148044,172.7148044,0.0095026,174.1175136,[np.float64(-0.4708333333333333)],[np.float64(-0.22916666666666666)],[1],[0],[0],[1.4227723000003607],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
90,0,90,[np.float64(0.2569444444444444)],[np.float64(0.03888888888888889)],[1],[0],[0],[1.3227143999974942],['Target'],90,0,90,0,174.1479346,,5,174.126884,174.1479346,174.1479346,0.0092875,175.4497822,[np.float64(0.2569444444444444)],[np.float64(0.03888888888888889)],[1],[0],[0],[1.3227143999974942],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
91,0,91,[np.float64(-0.20833333333333334)],[np.float64(-0.4791666666666667)],[1],[0],[0],[1.2746437000023434],['Target'],91,0,91,0,175.4812637,,5,175.4591769,175.4812637,175.4812637,0.0092618,176.7339491,[np.float64(-0.20833333333333334)],[np.float64(-0.4791666666666667)],[1],[0],[0],[1.2746437000023434],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
92,0,92,[np.float64(0.35555555555555557)],[np.float64(0.34305555555555556)],[1],[0],[0],[1.379091900002095],['Target'],92,0,92,0,176.7641233,,10,176.7538695,176.7641233,176.7641233,0.0198397,178.1331018,[np.float64(0.35555555555555557)],[np.float64(0.34305555555555556)],[1],[0],[0],[1.379091900002095],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
93,0,93,[np.float64(-0.04861111111111111)],[np.float64(0.375)],[1],[0],[0],[1.964546800001699],['Target'],93,0,93,0,178.1641046,,10,178.1524671,178.1641046,178.1641046,0.0192679,180.1171483,[np.float64(-0.04861111111111111)],[np.float64(0.375)],[1],[0],[0],[1.964546800001699],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
